,DS1.Bal.Dwn.S.R1,DS1.Bal.Dwn.S.R2,DS1.Bal.Dwn.S.R3,DS1.Bal.Dwn.W.R1,DS1.Bal.Dwn.W.R2,DS1.Bal.Dwn.W.R3,DS1.Bal.Up.S.R1,DS1.Bal.Up.S.R2,DS1.Bal.Up.S.R3,DS1.Bal.Up.W.R1,DS1.Bal.Up.W.R2,DS1.Bal.Up.W.R3,DS1.Cen.S.R1,DS1.Cen.S.R2,DS1.Cen.S.R3,DS1.Cen.W.R1,DS1.Cen.W.R2,DS1.Cen.W.R3,DS1.Pine.S.R1,DS1.Pine.S.R2,DS1.Pine.S.R3,DS1.Pine.W.R1,DS1.Pine.W.R2,DS1.Pine.W.R3,DS1.Wtlnds.S.R1,DS1.Wtlnds.S.R2,DS1.Wtlnds.S.R3,DS1.Wtlnds.W.R1,DS1.Wtlnds.W.R2,DS1.Wtlnds.W.R3,DS2.Bal.Dwn.S.R1,DS2.Bal.Dwn.S.R2,DS2.Bal.Dwn.S.R3,DS2.Bal.Dwn.W.R1,DS2.Bal.Dwn.W.R2,DS2.Bal.Dwn.W.R3,DS2.Bal.Up.S.R1,DS2.Bal.Up.S.R2,DS2.Bal.Up.S.R3,DS2.Bal.Up.W.R1,DS2.Bal.Up.W.R2,DS2.Bal.Up.W.R3,DS2.Cen.S.R1,DS2.Cen.S.R2,DS2.Cen.S.R3,DS2.Cen.W.R1,DS2.Cen.W.R2,DS2.Cen.W.R3,DS2.Pine.S.R1,DS2.Pine.S.R2,DS2.Pine.S.R3,DS2.Pine.W.R1,DS2.Pine.W.R2,DS2.Pine.W.R3,DS2.Wtlnds.S.R1,DS2.Wtlnds.S.R2,DS2.Wtlnds.S.R3,DS2.Wtlnds.W.R1,DS2.Wtlnds.W.R2,DS2.Wtlnds.W.R3
k__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiia;o__Chthoniobacterales;f__Xiphinematobacteraceae;g__Candidatus_Xiphinematobacter;s__NA,0,0,0,23,18,23,0,0,0,10,19,8,6073,6057,5942,438,420,435,1965,2009,1937,223,231,222,0,0,0,0,0,0,1883,1892,1849,355,378,357,1051,1029,1078,0,0,0,23252,23293,23105,1,1,0,0,0,0,139,139,130,657,649,632,55,50,64
k__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Microtrichales;f__Microtrichaceae;g__NA;s__NA,7656,7677,7576,365,359,392,65,56,65,29,23,23,0,0,0,58,65,61,0,0,0,137,148,133,874,884,837,406,392,447,9972,9988,9904,1081,1042,1134,7835,7903,7841,18,18,12,6005,6176,6099,0,0,0,0,0,0,10,7,15,1465,1494,1485,23,20,20
k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Shewanellaceae;g__Shewanella;s__putrefaciens,0,0,0,15,14,12,0,0,0,0,0,0,0,0,0,128,132,104,0,0,0,258,252,280,0,0,0,0,0,0,74,94,76,43,50,45,0,0,0,0,0,0,33577,33483,33534,0,0,0,0,0,0,1254,1265,1237,425,450,430,37,38,37
k__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Arcobacteraceae;g__Arcobacter;s__suis,0,0,0,357,342,368,0,0,0,20,22,26,0,0,0,4622,4631,4658,0,0,0,4957,4950,4892,0,0,0,667,683,639,425,423,428,2680,2728,2673,118,122,116,6,8,3,3256,3252,3278,12,8,10,0,0,0,15332,15508,15167,934,929,963,2391,2389,2355
k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__JG36-GS-52;f__NA;g__NA;s__NA,542,527,512,9,10,12,409,423,422,0,0,0,11967,11879,11746,0,0,0,1612,1618,1618,64,75,68,4373,4325,4318,50,69,55,775,763,771,98,86,88,814,838,879,1,2,1,1323,1387,1351,1,0,0,0,0,0,0,0,0,13647,13551,13672,74,71,84
k__Bacteria;p__Patescibacteria;c__Parcubacteria;o__Candidatus_Moranbacteria;f__NA;g__NA;s__NA,82,77,88,989,990,986,0,0,0,136,134,118,16656,16686,16643,1437,1461,1445,983,972,961,1848,1877,1848,2727,2685,2756,1151,1147,1116,444,473,477,914,872,901,563,576,583,62,56,54,1424,1481,1415,13,16,10,0,0,0,2269,2257,2229,1994,1929,1959,1766,1828,1758
k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__CCM19a;f__NA;g__NA;s__NA,3334,3281,3266,425,398,402,1124,1141,1074,0,0,0,661,695,650,0,0,0,3125,3007,3194,0,0,0,4436,4333,4454,446,438,441,4948,5045,4931,620,578,679,6974,7129,7084,12,12,14,1832,1851,1796,0,0,0,0,0,0,16,16,21,6855,6877,6874,395,406,391
k__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiia;o__Pedosphaerales;f__Pedosphaeraceae;g__SH3-11;s__NA,0,0,0,780,786,802,0,0,0,89,72,73,0,0,0,0,0,0,1769,1785,1774,19,23,18,0,0,0,290,293,292,10340,10309,10402,1250,1235,1210,18893,19212,18791,29,28,25,1017,998,1034,0,0,0,0,0,0,52,59,53,318,291,315,46,43,42
k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Sphaerotilus;s__NA,5795,5775,5761,536,520,541,1561,1552,1544,21,31,25,0,0,0,0,0,0,0,0,0,923,870,907,0,0,0,0,0,0,2475,2469,2396,1205,1235,1221,4606,4615,4599,6,4,6,9769,9837,9789,4,7,2,1,3,0,4521,4535,4511,2844,2811,2733,470,459,446
k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Permianibacter;s__NA,0,0,0,0,0,0,0,0,0,0,0,0,20325,20141,20273,0,0,0,3852,3902,3888,0,0,0,3831,3796,3763,0,0,0,406,404,386,132,129,127,385,410,362,0,0,0,3815,3801,3772,1,0,1,0,0,0,72,76,78,1443,1474,1531,120,141,111
k__Bacteria;p__Candidatus_Kryptonia;c__Kryptonia;o__Kryptoniales;f__BSV26;g__NA;s__NA,0,0,0,0,0,0,8,8,5,0,0,0,4270,4195,4268,0,0,0,2064,2036,2094,0,0,0,4935,4883,4856,125,124,117,2696,2727,2743,394,416,377,1820,1806,1824,0,0,0,1984,1985,2046,0,0,0,0,0,0,136,126,144,15363,15369,15529,294,335,295
k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Piscinibacter;s__NA,8835,8847,8805,29,37,22,444,455,479,9,12,10,0,0,0,161,171,167,0,0,0,0,0,0,0,0,0,597,585,626,2308,2357,2221,974,968,1018,2605,2523,2588,1,3,0,15060,15153,14986,0,0,0,0,0,0,303,295,285,2419,2400,2427,322,315,312
k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Noviherbaspirillum;s__NA,0,0,0,16,17,15,44,45,48,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,2290,2318,2268,294,299,297,3064,3120,3026,5,3,2,27627,27471,27647,0,0,0,0,0,0,74,79,65,340,362,321,106,94,115
k__Bacteria;p__Actinomycetota;c__Actinobacteria;o__Frankiales;f__Geodermatophilaceae;g__Blastococcus;s__aggregatus,0,0,0,0,0,0,146,144,143,0,0,0,0,0,0,0,0,0,1769,1749,1707,0,0,0,0,0,0,0,0,0,1034,1039,1047,60,73,64,933,904,947,0,0,0,28745,28696,28665,0,0,0,0,0,0,164,170,133,509,543,493,60,55,41
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__Algoriphagus;s__NA,0,0,0,16,13,21,0,0,0,0,0,0,0,0,0,343,334,350,472,498,483,283,275,272,0,0,0,0,0,0,2917,2886,2922,564,569,559,8811,8788,8910,0,0,0,17755,17690,17925,7,8,8,0,0,0,791,762,795,976,1015,1062,469,456,485
k__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__Candidatus_Nitrosocosmicus;s__NA,212,205,202,13,14,8,57,60,41,11,11,11,5773,5684,5778,25,24,26,1847,1804,1780,64,67,78,146,144,132,0,0,0,1699,1723,1734,286,314,319,578,580,588,1,0,1,21368,21263,21431,2,4,4,0,0,0,232,233,233,807,815,768,175,173,162
k__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Aggregatilineales;f__NA;g__NA;s__NA,0,0,0,10,7,8,61,53,67,6,8,3,5473,5447,5700,0,0,0,2418,2346,2361,0,0,0,8873,8850,8906,125,142,125,4727,4772,4756,595,632,616,2591,2576,2551,7,8,7,916,982,939,0,0,0,0,0,0,45,43,50,7069,7049,7059,42,34,40
k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Rhizorhapis;s__NA,3605,3541,3567,0,0,0,376,357,386,0,0,0,0,0,0,0,0,0,0,0,0,372,339,366,646,681,682,1399,1475,1419,6979,6793,7044,702,740,660,12632,12590,12467,51,69,62,2950,2887,3014,0,0,0,0,0,0,449,415,435,1719,1677,1800,704,687,711
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomataceae;g__Sandaracinomonas;s__NA,0,0,0,63,63,64,0,0,0,1,1,0,0,0,0,95,89,96,0,0,0,9633,9769,9471,0,0,0,16109,16243,16215,0,0,0,457,437,431,0,0,0,1,3,0,1933,1933,1920,29,34,35,0,0,0,4047,4027,4098,0,0,0,51,51,61
k__Bacteria;p__Actinomycetota;c__Actinobacteria;o__Micrococcales;f__Intrasporangiaceae;g__Ornithinibacter;s__NA,0,0,0,95,93,90,0,0,0,19,13,17,0,0,0,107,106,103,3421,3384,3428,166,171,158,0,0,0,0,0,0,2973,2970,2908,222,222,213,7123,7211,7180,6,9,4,18213,18237,18073,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria;p__Actinomycetota;c__Actinobacteria;o__Frankiales;f__Sporichthyaceae;g__Sporichthya;s__NA,836,827,845,714,773,747,288,303,285,35,39,33,0,0,0,0,0,0,1592,1601,1551,0,0,0,458,453,454,225,211,224,8033,8119,8071,1146,1204,1089,14409,14277,14402,30,35,36,2798,2858,2900,0,0,0,0,0,0,0,0,0,1740,1696,1731,37,43,37
k__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Leptolyngbyales;f__Leptolyngbyaceae;g__Leptolyngbya_PCC-6306;s__NA,0,0,0,0,0,0,0,0,0,0,0,0,17680,17851,17515,0,0,0,0,0,0,0,0,0,375,370,380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13433,13433,13492,3,2,1,0,0,0,120,102,101,255,251,250,0,0,0
k__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Catellicoccaceae;g__Catellicoccus;s__NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,113,98,0,0,0,31646,31392,31506,0,0,0,0,0,0,19,18,16,0,0,0,0,0,0
k__Bacteria;p__Zixibacteria;c__NA;o__NA;f__NA;g__NA;s__NA,883,859,897,9,7,10,724,713,754,21,19,20,14854,14715,14725,0,0,0,413,396,427,0,0,0,4561,4533,4511,20,17,20,1532,1493,1594,230,276,200,2206,2153,2246,3,3,2,1172,1169,1166,0,0,0,0,0,0,58,55,55,4817,4844,4836,28,30,29
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prolixibacteraceae;g__WCHB1-32;s__NA,0,0,0,51,41,45,0,0,0,0,0,0,11124,11004,11158,244,238,229,0,0,0,0,0,0,0,0,0,0,0,0,6149,6154,6027,415,443,452,2593,2500,2525,0,0,0,10174,10144,10134,1,1,3,0,0,0,394,422,373,319,317,307,0,0,0
k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Paracoccaceae;g__Flavimaricola;s__NA,0,0,0,646,654,622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,33,40,5263,5315,5130,821,849,811,21902,21688,21743,27,29,23,2493,2539,2401,0,0,0,0,0,0,16,22,11,0,0,0,0,0,0
k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Beijerinckiaceae;g__Microvirga;s__NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3232,3260,3248,299,291,283,1495,1504,1510,1,0,3,24828,24486,24718,1,0,0,0,0,0,48,55,41,1061,1083,1006,0,0,0
k__Bacteria;p__Actinomycetota;c__Actinobacteria;o__Micrococcales;f__Microbacteriaceae;g__Agromyces;s__NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2634,2599,2619,0,0,0,0,0,0,0,0,0,406,408,388,38,31,39,0,0,0,0,0,0,25440,25369,25382,0,0,0,0,0,0,97,75,107,2187,2145,2224,0,0,0
k__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Xenococcaceae;g__Pleurocapsa_PCC-7319;s__NA,82,67,81,71,88,70,0,0,0,13,14,16,2526,2483,2534,11198,11406,11342,373,392,352,2050,1977,2019,1312,1282,1334,40,48,47,462,479,495,1017,1041,1034,711,719,724,6,7,7,9412,9355,9449,160,144,150,0,0,0,612,561,586,637,664,664,0,0,0
k__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiia;o__Verrucomicrobiales;f__DEV007;g__NA;s__NA,2802,2729,2900,74,75,71,255,251,245,14,18,22,5472,5427,5414,74,79,77,7567,7564,7579,133,129,162,771,736,757,135,153,137,6150,6181,6287,243,243,240,4235,4215,4286,6,4,12,1374,1311,1402,0,0,0,0,0,0,16,9,18,955,924,959,9,8,17
k__Bacteria;p__Incertae_Sedis;c__Incertae_Sedis;o__SJA-28;f__NA;g__NA;s__NA,0,0,0,0,0,0,12,14,9,5,3,3,11485,11298,11472,0,0,0,727,767,770,0,0,0,5498,5464,5580,85,79,79,1348,1375,1301,239,231,234,696,716,690,2,2,2,1120,1183,1095,0,0,0,0,0,0,10,6,9,8913,8878,9008,83,73,81
k__Bacteria;p__Chloroflexota;c__JG30-KF-CM66;o__NA;f__NA;g__NA;s__NA,0,0,0,0,0,0,206,218,187,21,15,25,0,0,0,0,0,0,0,0,0,0,0,0,958,946,964,15,8,12,5671,5622,5534,994,988,1012,4131,4179,4009,12,16,10,11752,11703,11600,0,0,0,0,0,0,124,115,107,5858,5829,5907,73,62,80
k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Croceibacterium;s__NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5152,5298,5102,581,589,573,6116,6170,6058,8,11,10,15976,15935,15830,2,0,2,0,0,0,165,148,143,1253,1263,1328,533,533,548
k__Bacteria;p__Thermodesulfobacteriota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfosarcinaceae;g__Sva0081_sediment_group;s__NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5747,5644,5789,336,338,318,185,177,168,51,55,47,30,30,46,0,0,0,2035,2065,2029,0,0,0,0,0,0,16,12,21,21033,20996,21054,230,235,211
k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Tistrellales;f__Geminicoccaceae;g__Candidatus_Alysiosphaera;s__NA,0,0,0,140,117,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,67,92,7811,7681,7698,1163,1188,1203,5998,6063,5841,14,13,8,12566,12640,12446,0,0,0,0,0,0,48,40,53,1719,1743,1655,23,16,27
k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Duganella;s__NA,0,0,0,301,258,305,44,45,42,20,17,7,0,0,0,0,0,0,0,0,0,500,490,495,0,0,0,35,31,31,1828,1871,1834,3305,3377,3324,252,244,268,12,12,12,17960,17928,17853,10,7,6,0,0,0,3396,3430,3350,0,0,0,1545,1566,1564
k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__KI89A_clade;g__NA;s__NA,0,0,0,245,248,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260,249,226,9527,9498,9396,1321,1380,1283,8810,8794,8806,3,4,3,5241,5330,5113,0,0,0,0,0,0,74,69,82,3566,3548,3587,60,60,57
k__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Acidaminobacteraceae;g__Acidaminobacter;s__NA,0,0,0,32,33,32,0,0,0,0,0,0,2766,2728,2737,1207,1199,1244,0,0,0,124,112,129,0,0,0,0,0,0,443,464,422,154,125,135,89,89,77,0,0,0,21064,21122,21061,8,7,5,0,0,0,2015,2056,2004,594,623,627,83,85,93
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__Haliscomenobacter;s__NA,2603,2637,2663,25,32,30,789,732,799,8,16,7,1984,1945,1988,91,96,80,3008,3087,3084,0,0,0,1166,1176,1187,1965,1944,2001,3694,3675,3630,445,465,464,7745,7802,7708,7,7,8,4222,4160,4222,0,0,0,1,2,1,42,49,44,679,754,644,46,39,37
k__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__NA;s__NA,0,0,0,0,0,0,57,41,49,3,3,5,5171,5137,5177,0,0,0,885,882,890,38,41,53,0,0,0,0,0,0,314,293,313,38,35,32,89,102,83,2,3,1,20351,20334,20382,0,0,0,0,0,0,126,118,124,975,945,925,0,0,0
k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Blastomonas;s__NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4134,4179,4148,0,0,0,2452,2420,2480,0,0,0,1093,1079,1091,1330,1328,1321,0,0,0,1702,1847,1656,5,9,6,1526,1508,1526,1,0,0,0,0,0,714,716,766,2525,2573,2545,12567,12603,12750
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomataceae;g__NA;s__NA,448,431,452,700,718,711,186,179,166,110,98,117,0,0,0,476,473,435,216,210,190,38,39,40,2707,2800,2732,320,338,321,6353,6311,6410,1891,1912,1880,7539,7435,7615,23,27,23,4527,4568,4621,7,3,9,0,0,0,620,605,596,1656,1712,1639,165,162,150
k__Bacteria;p__Actinomycetota;c__Actinobacteria;o__Kitasatosporales;f__Streptomycetaceae;g__Streptomyces;s__NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,54,44,4671,4691,4709,519,504,517,1421,1345,1376,7,6,7,16942,17119,16869,5,5,6,0,0,0,1082,1083,1097,2398,2348,2358,850,891,868
k__Bacteria;p__Actinomycetota;c__Actinobacteria;o__Propionibacteriales;f__Propionibacteriaceae;g__Microlunatus;s__NA,0,0,0,23,25,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3177,3084,3154,406,390,382,2666,2684,2658,3,2,6,21215,21177,21314,0,0,0,0,0,0,184,176,185,170,154,170,0,0,0
k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingobium;s__NA,0,0,0,244,251,229,0,0,0,0,0,0,0,0,0,0,0,0,3518,3651,3488,986,999,945,0,0,0,511,534,507,5337,5350,5351,1604,1594,1556,4574,4614,4627,38,38,30,4833,4809,4751,6,8,10,0,0,0,765,803,755,2058,2099,2077,3277,3188,3262
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__SB-5;g__NA;s__NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9581,9604,9483,75,74,77,166,160,156,136,140,144,207,218,207,2,3,0,763,792,757,0,0,0,0,0,0,36,34,29,16552,16407,16568,124,141,116
k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Variovorax;s__NA,0,0,0,36,46,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6316,6186,6319,761,756,766,3050,3071,3088,3,2,3,16737,16744,16661,2,2,1,0,0,0,171,146,170,64,60,63,133,143,149
k__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiia;o__Verrucomicrobiales;f__Verrucomicrobiaceae;g__Roseimicrobium;s__NA,801,838,787,125,117,111,0,0,0,44,42,40,0,0,0,0,0,0,4245,4189,4309,73,68,67,1437,1429,1477,35,35,38,7313,7272,7299,667,650,649,4679,4682,4674,8,8,11,2901,2962,2957,0,0,0,0,0,0,88,61,97,4733,4729,4682,18,16,24
k__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosaetaceae;g__Methanothrix;s__NA,0,0,0,0,0,0,0,0,0,4,8,6,0,0,0,33,38,28,0,0,0,0,0,0,16119,16251,16091,636,680,635,92,96,97,30,31,29,0,0,0,0,0,0,1526,1522,1515,0,0,0,0,0,0,54,47,70,8234,8222,8360,363,372,370
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__NA;s__NA,0,0,0,0,0,0,0,0,0,0,0,0,24955,24868,24354,252,240,248,0,0,0,0,0,0,0,0,0,25,28,22,479,471,493,153,169,137,119,120,128,0,0,0,305,293,295,2,5,1,0,0,0,155,132,130,339,336,328,64,61,55
k__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__Acidimicrobiaceae;g__NA;s__NA,601,562,580,183,174,168,0,0,0,0,0,0,0,0,0,0,0,0,590,556,608,0,0,0,0,0,0,0,0,0,4708,4699,4772,410,420,396,5227,5138,5149,24,21,29,14297,14326,14202,0,0,0,1,0,1,48,51,43,424,422,431,32,35,30
k__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiia;o__Methylacidiphilales;f__Methylacidiphilaceae;g__NA;s__NA,0,0,0,237,252,205,0,0,0,43,53,35,22730,22948,22777,12,9,8,295,308,296,58,65,51,250,258,261,65,75,73,572,565,595,607,593,576,1081,1080,1047,12,12,14,0,0,0,1,0,1,0,0,0,116,116,124,297,292,316,46,34,43
k__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__NA;f__NA;g__NA;s__NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,395,370,363,221,207,197,261,236,257,104,101,117,2,2,4,1732,1760,1670,0,0,0,0,0,0,145,156,151,23027,22850,23004,257,258,297
k__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Ardenticatenales;f__NA;g__NA;s__NA,0,0,0,15,8,16,0,0,0,4,3,1,5052,5104,5055,0,0,0,1416,1370,1407,0,0,0,5373,5228,5411,20,14,19,886,856,888,457,459,451,814,810,767,4,3,5,1273,1231,1280,0,0,0,0,0,0,42,46,38,10718,10733,10884,9,9,7
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__aquatile,0,0,0,23,20,21,0,0,0,34,53,40,0,0,0,132,126,144,0,0,0,251,251,270,0,0,0,30,31,35,1902,1915,1986,282,262,278,755,743,788,8,13,10,20351,20385,20558,6,4,3,0,0,0,681,695,662,722,689,685,851,845,830
k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__NA,0,0,0,1211,1158,1208,0,0,0,569,567,579,0,0,0,1905,1927,1912,0,0,0,365,348,350,0,0,0,441,432,445,148,140,139,249,270,244,0,0,0,171,178,176,18469,18437,18388,10,11,4,0,0,0,1524,1622,1545,0,0,0,878,877,925
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__sasangense,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,223,241,200,256,260,271,2148,2075,2132,479,524,463,8599,8832,8502,0,0,0,26,22,28,0,0,0,3,4,1,8903,8791,9005,8,7,5,0,0,0,1298,1252,1339,3481,3536,3533,451,454,432
k__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Blastocatellales;f__Blastocatellaceae;g__JGI_0001001-H03;s__NA,1119,1102,1151,50,46,46,0,0,0,11,14,12,0,0,0,66,54,53,7076,7066,7062,25,29,20,499,501,481,165,161,146,6722,6707,6608,798,787,779,3745,3696,3735,4,4,3,3919,3856,3871,0,0,0,0,0,0,29,39,28,1634,1634,1583,0,0,0
k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__haemolyticus,0,0,0,6284,6332,6180,0,0,0,2801,2796,2767,0,0,0,9082,9080,8997,0,0,0,1366,1313,1346,0,0,0,5174,5100,5208,0,0,0,278,286,271,0,0,0,727,752,744,0,0,0,1,1,1,0,0,0,129,138,116,0,0,0,0,0,0
k__Bacteria;p__Actinomycetota;c__Actinobacteria;o__Micrococcales;f__Microbacteriaceae;g__NA;s__NA,0,0,0,86,68,84,0,0,0,0,0,0,0,0,0,968,994,1000,1730,1746,1724,350,363,341,771,746,802,2893,2887,2937,2769,2705,2763,494,478,456,3497,3514,3521,3,1,1,11193,11385,11259,0,0,0,0,0,0,110,106,119,615,653,604,248,233,251
k__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Conexibacter;s__NA,0,0,0,22,19,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285,263,281,4155,4098,4247,610,623,607,5982,5949,5831,15,14,8,2900,2911,2833,1,1,2,0,0,0,23,29,22,11545,11297,11621,78,61,86
k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rickettsiales;f__SM2D12;g__NA;s__NA,1166,1155,1133,3911,3801,3855,154,162,167,157,140,151,0,0,0,2397,2333,2371,452,453,466,1376,1366,1311,0,0,0,1398,1393,1439,1903,1898,1913,3926,3962,3952,3878,3851,3914,103,95,123,1476,1567,1516,14,9,13,0,0,0,1558,1527,1594,445,458,447,1209,1233,1190
k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Aeromonadaceae;g__Aeromonas;s__sobria,0,0,0,16,15,14,0,0,0,9,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209,218,194,0,0,0,4,8,3,24878,25153,24956,0,0,0,0,0,0,226,197,240,0,0,0,138,144,143
k__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiia;o__Opitutales;f__Opitutaceae;g__Opitutus;s__NA,1908,1866,1886,145,147,138,396,386,389,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,39,48,7090,7200,7045,998,1023,964,4767,4803,4798,8,6,7,8295,8364,8453,1,1,0,0,0,0,256,253,272,1273,1266,1359,295,316,293
k__Bacteria;p__Ignavibacteriota;c__Ignavibacteria;o__Ignavibacteriales;f__Ignavibacteriaceae;g__Ignavibacterium;s__NA,0,0,0,4,2,2,0,0,0,0,0,0,4751,4712,4716,0,0,0,0,0,0,0,0,0,5665,5686,5482,0,0,0,111,107,91,60,66,57,0,0,0,0,0,0,966,977,977,0,0,0,0,0,0,19,22,18,13881,13947,13978,0,0,0
